"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","학교구분","학년구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지주소","모집시작일","모집종료일"
"236 ","공주시한마음장학회","공주의인 장학금","지자체(출자출연기관)","장학금","해당없음","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","※ 기관확인필요","해당없음","○ 80만원","○ 공주시 관내 고등학교 재학생○ 공고일(2025.10.2)기준 재학생○ 직무 외의 행위로 자신의 생명 또는 신체상의 위험을 무릅쓰고 급박한 위해에 처한 다른 사람의 생명 신체를 구하기 위한 직접적 적극적 행위를 한 자로 국가기관 지방자치단체 공공기관 등에서 감사패 표창 등을 수여받은 학생","○ 장학생 선발 공고일 기준 장학생 또는 장학생의 보호자(부모 조부모 외조부모 실양육자)가 공주시에 1년 이상 계속해서 주민등록을 둔 자 ","○ (재)공주시한마음장학회 시행세칙 선발기준에 의거 장학회 이사회에서 선발","○ 자격요건 해당대상 추천시 선발","○ 휴학생","○ 읍면동장 추천","○ 장학금 추천 신청서○ 개인정보 수집 이용 제공 및 조회 동의서○ 주민등록 등본 또는 초본○ 가족관계증명서○ 재학증명서○ 통장사본※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.gongju.go.kr","2025-10-10","2025-10-24"
"237 ","만세보령장학회","학업우수장학금","지자체(출자출연기관)","장학금","지역연고","일반고","1학년2학년3학년제한없음","○ 직전학년(1/2학기) 전과목 평균 70점 이상","해당없음","○ 50만원","○ 관내 고등학교 재학생","○ 신청 공고일 기준 현재 보령시에 3개월 전 보령시에 주민등록이 되어 있는 학생 (또는 부모의 자)","※ 기관확인필요","※ 기관확인필요","○ 타 장학금 수혜자","○ 학교장 추천","○ 만세보령장학금 신청서○ 개인정보 이용제공동의서○ 서약서○ 성적증명서○ 주민등록등본○ 국민기초생활수급자 증명서 (해당자)○ 북한이탈주민등록확인서 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.brscholarship.com","2026-03-24","2026-04-06"
"238 ","만세보령장학회","저소득층장학금","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","1학년2학년3학년제한없음","○ 직전학년 전과목 평균 50점 이상","해당없음","○ 50만원","○ 관내 고등학교 재학생","○ 신청공고일 기준 현재 보령시에 3개월 전 보령시에 주민등록이 되어 있는 학생 (또는 부모의 자)","※ 기관확인필요","※ 기관확인필요","○ 타 장학금 수혜자","○ 학교장 추천","○ 만세보령장학금 신청서○ 개인정보 이용제공동의서○ 서약서○ 성적증명서○ 주민등록등본○ 국민기초생활수급자 증명서 (해당자)○ 북한이탈주민등록확인서 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.brscholarship.com","2026-03-24","2026-04-06"
"239 ","만세보령장학회","기능우수자장학금","지자체(출자출연기관)","장학금","지역연고","예술고체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 50만원","○ 체육/ 미술/ 음악/ 과학/ 문예/ 실업분야에서 전국규모의 대회에서 상위(3위/ 장려) 입상한자 또는 도내 대회에서 우승한자중 학교장이 추천하는 자○ 관내 고등학교 재학생※ 비공인 단체가 주최한 각종 대회 입상자는 제외","○ 신청공고일 기준 현재 보령시에 3개월 전 보령시에 주민등록이 되어 있는 학생 (또는 부모의 자)","※ 기관확인필요","※ 기관확인필요","○ 타 장학금 수혜자","○ 학교장 추천","○ 만세보령장학금 신청서○ 개인정보 이용제공동의서○ 서약서○ 성적증명서○ 주민등록등본○ 국민기초생활수급자 증명서 (해당자)○ 북한이탈주민등록확인서 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.boryeong.chungnam.kr","2026-03-24","2026-04-06"
"240 ","만세보령장학회","특수학교장학금","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 50만원","○ 관내 고등학교 재학생○ 특수학교 평가내용이 우수한 자○ 체육/미술/음악 및 직업교육/정보화교육 분야에서 도 대회 및 전국 대회에서 상위 입상한 자 ○ 지역내 장애인식개선을 위한 봉사활동과 선행을 실천한 자","○ 신청공고일 기준 현재 보령시에 3개월 전 보령시에 주민등록이 되어 있는 학생","※ 기관확인필요","※ 기관확인필요","○ 타 장학금 수혜자","○ 특수학교장 추천","○ 만세보령장학금 신청서○ 개인정보 이용제공동의서○ 서약서○ 성적증명서○ 주민등록등본○ 국민기초생활수급자 증명서 (해당자)○ 북한이탈주민등록확인서 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.brscholarship.com","2026-03-24","2026-04-06"
"241 ","만세보령장학회","인재육성장학금","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고체육고","1학년2학년3학년제한없음","○ 신입생 : 중학교 3학년 국/영/수 과목의 성취도가 모두 A인 학생이 관내 고등학교에 상위 2% 이내로 입학 시○ 재학생 : 24/25년도 인재육성장학생으로 선정된 학생 중 고등학교 1/2학년 주요 과목 성적이 평균등급 2등급 이내 유지한 학생","해당없음","○ 300만원","○ 관내 고등학교 재학생","○ 신청공고일 기준 현재 보령시에 3개월 전 보령시에 주민등록이 되어 있는 학생 (또는 부모의 자)","※ 기관확인필요","○ 20명","※ 기관확인필요","○ 학교장","○ 인재육성장학금 신청/추천서○ 개인정보 이용정보제공 동의서○ 서약서○ 성적증명서○ 주민등록등본※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.brscholarship.com","2026-03-24","2026-04-06"
"242 ","서산인재육성재단","학업우수장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고제한없음체육고","1학년","○ 해당없음","○ 해당없음","○ 100만원","○ 관내 고등학교 입학생 중 중학교 학교생활기록부 우수한 자","○ 본인 또는 부모(보호자)가 서산시에 주소를 두고 공고일 현재 만 5년 이상 계속 거주하고 있는 시민 또는 시민의 자녀로 2026년도 관내고등학교 입학생","○ 고입 내신성적 산출기준(200점) : 교과성적(160점)/ 출결상황성적(14점)/ 창의적 체험활동성적(7점)/ 봉사활동상황성적(12점)/ 행동특성 및 종합의견 성적(7점)○ 서류 심사 후 면접","○ 6명","※ 기관확인필요","○ 학교장 추천","○ 장학생 신청서○ 주민등록등본(5년간의 주소 이력 포함)○ 고등학교 장학생 추천서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.sinjae.org","2026-03-23","2026-04-03"
"243 ","서산인재육성재단","복지장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고체육고","1학년","○ 해당없음","○ 국민기초생활보장수급자/차상위 자녀/한부모 자녀○ 기타 생활형편이 곤란한 자","○ 100만원","○ 경제적 생활이 어려운 학생으로서 성적이 우수한 자","○ 본인 또는 부모(보호자)가 서산시에 주소를 두고 공고일 현재 만 5년 이상 계속 거주하고 있는 시민 또는 시민의 자녀로 2026년도 관내고등학교 입학생","○ 서류 심사 후 면접※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 3명","※ 기관확인필요","○ 해당없음","○ 장학생 신청서○ 주민등록등본(5년간의 주소 이력 포함)○ 국민기초생활수급자 증명서 (해당자)○ 한부모 가족증명서 (해당자)○ 차상위 본인부담경감대상증명서 (해당자)○ 기타 생활형편이 곤란하다고 인정될 만한 증명 서류※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.sinjae.org","2026-03-23","2026-04-03"
"244 ","서산인재육성재단","영재장학생","지자체(출자출연기관)","장학금","지역연고","과학고국제고마이스터고영재고예술고외국어고일반고자율고체육고","1학년","○ 해당없음","○ 해당없음","○ 100만원","○ 학술·예술·체육·기능분야에서 탁월한 능력을 발휘한 자로 공공기관 및 단체에서 주최·주관한 전국규모 이상 대회에서 입상한 자 또는 국가대표로 선발된 고등학생※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 본인 또는 부모(보호자)가 서산시에 주소를 두고 공고일 현재 만 5년 이상 계속 거주하고 있는 시민 또는 시민의 자녀로 2026년도 관내고등학교 입학생","○ 서류 심사 후 면접○ 대회 규모별 수상 실적 순으로 평가","○ 1명","※ 기관확인필요","○ 학교장 추천","○ 장학생 신청서○ 주민등록등본(5년간 주소 이력 포함)○ 고등학교 영재장학생 추천서○ 수상 상장 및 실적 내역※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.sinjae.org","2026-03-23","2026-04-03"
"245 ","춘향장학재단","우수(일반계특성화)","지자체(출자출연기관)","장학금","지역연고","일반고","1학년2학년3학년제한없음","○ 신입생(일반계고/특성화고) : 중학교 내신총점 (학교 석차백분율)○ 일반계고 280점 이상○ 특성화고 255점 이상○ 재학생(일반계고)○ 전년도 내신성적 평균 90점 이상※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 200만원 ~ 500만원※ 학교별/학년별 지원금액이 상이하므로 자세한 사항은 첨부파일 참고","○ 2026학년 기준 관내 일반계고/특성화고 재학생 및 진학예정자","○ 남원시 관내 학교 재학생 및 신입생","○ 성적 기준에 따라 성적순 선발","○ 52명 (신입생 18명/ 재학생 34명)","○ 지원부문을 달리하여 중복접수 불가○ 타 기관·단체에서 장학금을 지원받는 경우 중복지원 받은 사실 확인시 선발 제외 (관련법/조례/학교규정에 의한 선발자 예외)○ 학교장 추천시 타 장학금과 중복추천 제한※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ (일반계고 재학생) 학교장 추천 / 일괄접수","○ 장학생 지원신청서○ 개인정보제공동의 및 활용승낙서○ (신입생) ○ 중학교 3개년 전체 내신총점 성적증명서○ 중학교 졸업증명서○ 고등학교 입학예정 증명서○ (재학생) 2025년 내신 성적증명서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://namwon.go.kr","2026-02-23","2026-02-27"
"246 ","춘향장학재단","우수(특기생)","지자체(출자출연기관)","장학금","특기자","예술고체육고","1학년2학년3학년제한없음","해당없음","해당없음","○ 200만원","○ 2026학년 기준 관내 특성화고 학생○ 전년도 도내대회 이상 입상자","○ 남원시 관내 학교 재학생 및 신입생","○ 국제 > 전국 > 도단위 > 시단위 대회성적순○ 1위 > 2위 > 3위 순","○ 28명","○ 지원부문을 달리하여 중복접수 불가○ 타 기관·단체에서 장학금을 지원받는 경우 중복지원 받은 사실 확인시 선발 제외 (관련법/조례/학교규정에 의한 선발자 예외)○ 학교장 추천시 타 장학금과 중복추천 제한※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 추천 / 일괄접수","○ 장학생 지원신청서○ 개인정보제공동의 및 활용승낙서○ 각종대회 입상증명서○ 학교장 추천서○ 2025년 수상실적 및 포상 등 증빙서류 사본(상장 등)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://namwon.go.kr","2026-02-23","2026-02-27"
"247 ","춘향장학재단","보람(일반계)","지자체(출자출연기관)","장학금","지역연고","일반고","1학년2학년3학년제한없음","○ 전년도 내신평균 85점 이상","해당없음","○ 100만원","○ 2026학년 기준 관내 일반계고 재학생 및 진학 예정자○ 중학교 졸입인정 검정고시 합격자 중 일반계고 진학 신입생 포함","○ 남원시 관내 학교 재학생 및 신입생","○ 전년도 내신성적 또는 검정고시 성적평균 50% + 가정형편 50%","○ 15명 (학년별 5명)","○ 지원부문을 달리하여 중복접수 불가○ 타 기관·단체에서 장학금을 지원받는 경우 중복지원 받은 사실 확인시 선발 제외 (관련법/조례/학교규정에 의한 선발자 예외)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 장학생 지원신청서○ 개인정보제공동의 및 활용승낙서○ 부·모 주민등록등본○ 가족관계증명서(해당자)○ 2025년 부·모 건강/장기요양보험 납부확인서○ (신입생) ○ 2025년 내신 성적증명서(중학교 3학년 성적)○ 중학교 졸업증명서○ 고등학교 입학예정 증명서○ 중학교졸업 인정 검정고시 합격증/성적증명서(해당자)○ (재학생) 2025년 내신 성적증명서 ※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://namwon.go.kr","2026-02-23","2026-02-27"
